timestamp,left_joystick,right_joystick,engine_rpm,machine_speed,tilt_angle,is_reversing
0.0,-0.08197296657715632,0.5316737842435983,1200.0369046007245,0.0,9.016783082112491,0
1.0,0.06043516279062515,0.6096491732161613,1240.3639398710202,0.004108578473794997,7.877085379265,0
2.0,0.05996006131954165,0.5701851876124683,1254.4929422997257,0.016389299449645768,5.651524483585155,0
3.0,0.10928116034498894,0.5741735518140122,1267.1429238614203,0.036707612778634824,10.66839575561266,0
4.0,0.03986279629858468,0.4998128380453544,1311.106890935504,0.06484090676804932,6.534248398459271,0
5.0,0.13703572582524093,0.5350282804832807,1325.5420304116185,0.100480947161671,8.098380538233776,0
6.0,0.15541734093839205,0.5696092133042363,1387.2145047028916,0.1432372542187894,7.908287653273012,0
7.0,0.17181016399034665,0.6045709146030015,1455.227227093816,0.19264138089195432,9.585634154772405,0
8.0,0.13129123552235708,0.5976286040559631,1429.2757902889402,0.24815204523085627,6.624860407971976,0
9.0,0.25565062573687547,0.5305875907632251,1453.7800528491298,0.3091610607806451,8.640186720080834,0
10.0,0.3448652144083095,0.5101508244092148,1514.695261505556,0.3749999999999999,5.815368946798319,0
11.0,0.3458333071022031,0.46166838141643746,1537.490031253818,0.44494751769314966,8.39255783131672,0
12.0,0.32262382089219355,0.5055280214737754,1555.833578845421,0.5182372542187894,5.327659010626822,0
13.0,0.3768484360473875,0.45390867684880554,1549.6781932886565,0.5940662318866806,5.673854043734025,0
14.0,0.4393183678272154,0.47618112224388676,1600.6008091414167,0.6716036525492599,8.7891084256677,0
15.0,0.28624317557921886,0.5118484089182266,1645.1231645456771,0.7500000000000002,6.1323113316698885,0
16.0,0.4396600679461046,0.39985961595222425,1605.5604588678839,0.8283963474507399,5.517683309924904,0
17.0,0.4934475842332543,0.3027245109211989,1652.5591040429758,0.9059337681133193,8.39763704091678,0
18.0,0.5195166278866772,0.3096286292240415,1628.373514430943,0.9817627457812106,5.244317029390009,0
19.0,0.5882388511177559,0.2538760489421854,1664.516208573705,1.05505248230685,3.1329063185273105,0
20.0,0.5763675262254871,0.24014451552925112,1664.3631911369112,1.1249999999999998,5.101941997441772,0
21.0,0.550232056250333,0.3376578360180015,1727.5511805807803,1.1908389392193546,1.8594026224042275,0
22.0,0.5632260748913319,0.25537496451840436,1710.1038801422492,1.2518479547691435,4.946367952722277,0
23.0,0.599495523298051,0.13901204814839213,1768.286186662972,1.3073586191080457,4.675910236092658,0
24.0,0.5436675600399751,0.21809180492647456,1775.3364423758187,1.3567627457812104,1.612697187187739,0
25.0,0.5775460930262818,0.21831017076545656,1773.9475674345424,1.399519052838329,1.1286995868943914,0
26.0,0.6322005105942102,0.10675328661886244,1711.3857691156682,1.435159093231951,1.9280499200684404,0
27.0,0.6904852651018372,0.06006113706729425,1776.4522174816836,1.4632923872213652,1.2727084479902944,0
28.0,0.5887497719343768,0.045848192336344615,1795.2581088589318,1.483610700550354,0.6303037191582878,0
29.0,0.596757686386251,0.04563189925847495,1802.5769904328433,1.495891421526205,1.2708194494217728,0
30.0,0.6099240096893839,0.03199850751281859,1754.0959270348383,1.5,3.0628135443957136,0
31.0,0.6663379055531471,0.02770926815624538,1784.8451225717263,1.495891421526205,1.067976837329158,0
32.0,0.5951974720415064,-0.0020931676649336983,1767.357564879265,1.4836107005503545,1.44213915342664,0
33.0,0.6660809561806398,-0.03459048661278969,1768.3478871743146,1.4632923872213648,1.6613740476055627,0
34.0,0.5385556995688459,-0.05665094290165182,1818.7155191418658,1.435159093231951,1.2024576684784913,0
35.0,0.5702536809865912,-0.12222203757149483,1755.3294555134842,1.399519052838329,3.9125860004488686,0
36.0,0.5607256519428159,-0.2619555268415677,1769.6582586287266,1.3567627457812108,1.5893633301458607,0
37.0,0.5994735421031321,-0.22156898120286106,1786.6799519198164,1.3073586191080457,3.1371746193449295,0
38.0,0.6003902934344745,-0.2283459602143108,1730.6192616032615,1.251847954769144,4.2292173123268375,0
39.0,0.45913169660710906,-0.291550613094113,1731.252856025496,1.190838939219355,5.682163199659785,0
40.0,0.473859360980102,-0.2544369572549014,1722.9291665681476,1.1250000000000002,5.774663907598922,0
41.0,0.5200449647060775,-0.3447941196182915,1705.1157939949064,1.0550524823068503,3.816625122076336,0
42.0,0.4524755143306777,-0.39895850287366935,1648.6585218324376,0.9817627457812106,6.148055682652961,0
43.0,0.3901661880918004,-0.3053772846579493,1668.571783785493,0.9059337681133199,4.938265081620777,0
44.0,0.49781089388761063,-0.36817814832499784,1686.651597938683,0.8283963474507406,3.760070418733679,0
45.0,0.44896257291961095,-0.4133013795019094,1577.849728368074,0.7500000000000002,4.107890326473012,0
46.0,0.4261372386583522,-0.3995514407134446,1627.2598444559628,0.6716036525492595,3.6045631626749146,0
47.0,0.35381994880759765,-0.41316086490741327,1581.1728554007998,0.5940662318866804,6.661607676932482,0
48.0,0.40411807398385,-0.4683584060763336,1533.4270395522674,0.5182372542187896,8.099859562727772,0
49.0,0.31478542118766034,-0.6260854117119691,1586.795917399289,0.4449475176931502,5.178576277981643,0
50.0,0.35482176389114756,-0.5533947148040493,1522.8677913625413,0.3749999999999999,6.463797454518656,0
51.0,0.226811042296597,-0.5574328709919362,1436.4156327805713,0.3091610607806452,5.442126218390813,0
52.0,0.20133521346128996,-0.5973373193412173,1446.277472708624,0.24815204523085616,7.291779554559786,0
53.0,0.22525393025706522,-0.5502143842023052,1432.3214572372858,0.19264138089195473,5.6751743752836585,0
54.0,0.15029358933511555,-0.511023803134525,1379.746732864446,0.14323725421878952,6.338871000279829,0
55.0,0.18906398032995414,-0.6038007750337944,1375.7787350773688,0.10048094716167122,6.652775255186111,0
56.0,0.13775140169710828,-0.643630193923827,1322.751494886173,0.06484090676804932,7.069896489175623,0
57.0,0.04771211813098365,-0.49121126381155755,1313.8781058491684,0.03670761277863487,7.304958205967433,0
58.0,0.06636035800784726,-0.6192850175258406,1305.8727557102768,0.01638929944964585,7.606621452424187,0
59.0,0.013837689336398215,-0.6608259670884068,1211.131706215597,0.004108578473795063,7.650176918743016,0
